gamesPlayed, groundOuts, airOuts, runs, doubles, triples, homeRuns, strikeOuts, baseOnBalls, intentionalWalks, hits, hitByPitch, avg  , atBats, obp  , slg  , ops  , caughtStealing, stolenBases, stolenBasePercentage, groundIntoDoublePlay, numberOfPitches, plateAppearances, totalBases, rbi , leftOnBase, sacBunts, sacFlies, babip, groundOutsToAirouts, catchersInterference, atBatsPerHomeRun, player_id, play_group, season, gamesStarted, era  , inningsPitched, wins, losses, saves, saveOpportunities, holds, blownSaves, earnedRuns, whip , battersFaced, outs , gamesPitched, completeGames, shutouts, strikes, strikePercentage, hitBatsmen, balks, wildPitches, pickoffs, winPercentage, pitchesPerInning, gamesFinished, strikeoutWalkRatio, strikeoutsPer9Inn, walksPer9Inn, hitsPer9Inn, runsScoredPer9, homeRunsPer9, inheritedRunners, inheritedRunnersScored, player_name                 , team_id, position         , team_name            , team_abbreviation, division               , league
          4,         17,      22,   11,       5,       0,        6,         20,           7,                1,   22,          1, 0.272,     81, 0.337, 0.556, 0.893,              0,           0,                     ,                    1,             329,                 ,         45,     ,           ,        0,        0,      ,                0.77,                    0,                 ,    677944, pitching  ,   2025,          4.0,  4.87,           20.1,  1.0,    2.0,   0.0,               0.0,   0.0,        0.0,       11.0,  1.43,         89.0,  61.0,          4.0,           0.0,      0.0,   216.0, .660            ,        1.0,   0.0,         0.0,      0.0, .333         ,            16.18,           0.0,               2.86,              8.85,         3.10,        9.74,           4.87,         2.66,              0.0,                    0.0, Slade Cecconi               ,     114, Pitcher          , Cleveland Guardians  , CLE              , American League Central, American League
          6,         11,      11,    1,       1,       0,        0,          5,           5,                0,    3,          0, 0.1  ,     30, 0.229, 0.133, 0.362,              0,           1, 1.000               ,                    2,             142,                 ,          4,     ,           ,        0,        0,      ,                1.00,                    0,                 ,    692285, pitching  ,   2025,          0.0,  0.93,            9.2,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        1.0,  0.83,         35.0,  29.0,          6.0,           0.0,      0.0,    88.0, .620            ,        0.0,   0.0,         0.0,      0.0,              ,            14.69,           4.0,               1.00,              4.66,         4.66,        2.79,           0.93,         0.00,              2.0,                    1.0, Luis Guerrero               ,     111, Pitcher          , Boston Red Sox       , BOS              , American League East   , American League
         56,         53,      29,   16,       8,       2,        2,         42,           6,                0,   42,          4, 0.256,    164, 0.297, 0.366, 0.663,              2,           3, .600                ,                    2,             641,            176.0,         60, 18.0,       74.0,        1,        1, .331 ,                1.83,                    0,            82.00,    677950, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Alek Thomas                 ,     109, Outfielder       , Arizona Diamondbacks , AZ               , National League West   , National League
         10,         14,      14,    6,       1,       0,        1,         12,           7,                0,    8,          2, 0.174,     46, 0.298, 0.261, 0.559,              0,           0,                     ,                    1,             249,                 ,         12,     ,           ,        0,        2,      ,                1.00,                    0,                 ,    694335, pitching  ,   2025,          0.0,  3.95,           13.2,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        6.0,  1.10,         57.0,  41.0,         10.0,           0.0,      0.0,   145.0, .580            ,        2.0,   0.0,         0.0,      0.0,              ,            18.22,           4.0,               1.71,              7.90,         4.61,        5.27,           3.95,         0.66,              3.0,                    0.0, Matt Svanson                ,     138, Pitcher          , St. Louis Cardinals  , STL              , National League Central, National League
          4,         10,       5,    0,       1,       0,        0,          6,           3,                1,    4,          0, 0.16 ,     25, 0.25 , 0.2  , 0.45 ,              0,           1, 1.000               ,                    1,             112,                 ,          5,     ,           ,        0,        0,      ,                2.00,                    0,                 ,    677952, pitching  ,   2025,          0.0,  0.00,            7.1,  1.0,    0.0,   0.0,               0.0,   1.0,        0.0,        0.0,  0.95,         28.0,  22.0,          4.0,           0.0,      0.0,    73.0, .650            ,        0.0,   0.0,         0.0,      0.0, 1.000        ,            15.27,           3.0,               2.00,              7.36,         3.68,        4.91,           0.00,         0.00,              0.0,                    0.0, Braxton Ashcraft            ,     134, Pitcher          , Pittsburgh Pirates   , PIT              , National League Central, National League
         64,         66,      59,   35,       8,       1,       10,         58,          22,                1,   62,          2, 0.255,    243, 0.32 , 0.42 , 0.74 ,              2,           2, .500                ,                    6,            1040,            270.0,        102, 32.0,       99.0,        0,        2, .294 ,                1.12,                    1,            24.30,    663616, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Trevor Larnach              ,     142, Outfielder       , Minnesota Twins      , MIN              , American League Central, American League
         66,         45,      88,   35,      22,       3,        8,         55,          23,                6,   75,          3, 0.291,    258, 0.349, 0.492, 0.841,              5,          21, .808                ,                    1,            1051,            289.0,        127, 37.0,      101.0,        0,        5, .335 ,                0.51,                    0,            32.25,    677951, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Bobby Witt Jr.              ,     118, Shortstop        , Kansas City Royals   , KC               , American League Central, American League
          8,          9,      31,   19,       3,       0,        6,         31,          12,                0,   29,          3, 0.293,     99, 0.386, 0.505, 0.891,              0,           5, 1.000               ,                    0,             493,                 ,         50,     ,           ,        1,        0,      ,                0.29,                    0,                 ,    682052, pitching  ,   2025,          4.0,  6.00,           24.0,  0.0,    4.0,   0.0,               0.0,   0.0,        0.0,       16.0,  1.71,        115.0,  72.0,          8.0,           0.0,      0.0,   293.0, .590            ,        3.0,   0.0,         0.0,      0.0, .000         ,            20.54,           1.0,               2.58,             11.63,         4.50,       10.88,           7.13,         2.25,              6.0,                    1.0, Jacob Lopez                 ,     133, Pitcher          , Athletics            , ATH              , American League West   , American League
         14,         84,     102,   47,      21,       0,        6,         60,          27,                1,   83,          5, 0.256,    324, 0.32 , 0.377, 0.697,              1,           2, .667                ,                    3,            1365,                 ,        122,     ,           ,        2,        3,      ,                0.82,                    0,                 ,    622663, pitching  ,   2025,         14.0,  4.77,           83.0,  1.0,    6.0,   0.0,               0.0,   0.0,        0.0,       44.0,  1.33,        361.0, 249.0,         14.0,           0.0,      0.0,   874.0, .640            ,        5.0,   0.0,         1.0,      2.0, .143         ,            16.45,           0.0,               2.22,              6.51,         2.93,        9.00,           5.10,         0.65,              0.0,                    0.0, Luis Severino               ,     133, Pitcher          , Athletics            , ATH              , American League West   , American League
          5,         17,      30,   16,       7,       0,        5,         24,          11,                0,   21,          4, 0.231,     91, 0.336, 0.473, 0.809,              3,           4, .571                ,                    1,             437,                 ,         43,     ,           ,        0,        1,      ,                0.57,                    0,                 ,    675911, pitching  ,   2025,          5.0,  5.40,           25.0,  0.0,    5.0,   0.0,               0.0,   0.0,        0.0,       15.0,  1.28,        107.0,  75.0,          5.0,           0.0,      0.0,   260.0, .590            ,        4.0,   0.0,         1.0,      0.0, .000         ,            17.48,           0.0,               2.18,              8.64,         3.96,        7.56,           5.76,         1.80,              0.0,                    0.0, Spencer Strider             ,     144, Pitcher          , Atlanta Braves       , ATL              , National League East   , National League
          5,         24,      28,   12,       4,       0,        4,         23,           8,                0,   18,          1, 0.196,     92, 0.267, 0.37 , 0.637,              0,           4, 1.000               ,                    1,             406,                 ,         34,     ,           ,        1,        0,      ,                0.86,                    0,                 ,    677960, pitching  ,   2025,          5.0,  3.28,           24.2,  1.0,    1.0,   0.0,               0.0,   0.0,        0.0,        9.0,  1.05,        102.0,  74.0,          5.0,           0.0,      0.0,   258.0, .640            ,        1.0,   0.0,         0.0,      0.0, .500         ,            16.46,           0.0,               2.88,              8.39,         2.92,        6.57,           4.38,         1.46,              0.0,                    0.0, Ryan Weathers               ,     146, Pitcher          , Miami Marlins        , MIA              , National League East   , National League
         13,         81,     100,   35,      15,       1,       11,         50,          22,                0,   74,          1, 0.243,    305, 0.296, 0.407, 0.703,              0,           4, 1.000               ,                    5,            1189,                 ,        124,     ,           ,        0,        0,      ,                0.81,                    0,                 ,    663623, pitching  ,   2025,         13.0,  4.02,           78.1,  5.0,    2.0,   0.0,               0.0,   0.0,        0.0,       35.0,  1.23,        328.0, 235.0,         13.0,           0.0,      0.0,   789.0, .660            ,        1.0,   0.0,         1.0,      0.0, .714         ,            15.18,           0.0,               2.27,              5.74,         2.53,        8.50,           4.02,         1.26,              0.0,                    0.0, Jake Irvin                  ,     120, Pitcher          , Washington Nationals , WSH              , National League East   , National League
         13,         92,      70,   21,      10,       2,        5,         77,          18,                0,   58,          4, 0.196,    296, 0.252, 0.294, 0.546,              3,           4, .571                ,                    6,            1232,                 ,         87,     ,           ,        1,        0,      ,                1.31,                    0,                 ,    608331, pitching  ,   2025,         13.0,  1.78,           81.0,  8.0,    1.0,   0.0,               0.0,   0.0,        0.0,       16.0,  0.94,        319.0, 243.0,         13.0,           0.0,      0.0,   787.0, .640            ,        4.0,   1.0,         4.0,      5.0, .889         ,            15.21,           0.0,               4.28,              8.56,         2.00,        6.44,           2.33,         0.56,              0.0,                    0.0, Max Fried                   ,     147, Pitcher          , New York Yankees     , NYY              , American League East   , American League
         37,         22,      24,    2,       2,       0,        0,         21,           4,                0,   14,          1, 0.175,     80, 0.221, 0.2  , 0.421,              0,           0,                     ,                    3,             343,             86.0,         16,  3.0,       54.0,        0,        1, .233 ,                0.92,                    0,                 ,    456781, hitting   ,   2025,             ,      ,               ,     ,       ,      ,                  ,      ,           ,           ,      ,             ,      ,             ,              ,         ,        ,                 ,           ,      ,            ,         ,              ,                 ,              ,                   ,                  ,             ,            ,               ,             ,                 ,                       , Donovan Solano              ,     136, First Base       , Seattle Mariners     , SEA              , American League West   , American League
         13,          9,      17,    8,       2,       0,        3,         11,           5,                0,   13,          1, 0.26 ,     50, 0.339, 0.48 , 0.819,              0,           1, 1.000               ,                    1,             225,                 ,         24,     ,           ,        0,        0,      ,                0.53,                    0,                 ,    694350, pitching  ,   2025,          0.0,  5.68,           12.2,  0.0,    0.0,   0.0,               0.0,   0.0,        0.0,        8.0,  1.42,         56.0,  38.0,         13.0,           0.0,      0.0,   139.0, .620            ,        1.0,   0.0,         1.0,      0.0,              ,            17.76,           6.0,               2.20,              7.82,         3.55,        9.24,           5.68,         2.13,              9.0,                    0.0, Zach Brzykcy                ,     120, Pitcher          , Washington Nationals , WSH              , National League East   , National League
